athlete_id,first_name,last_name,height,weight,dob,birth_city,birth_state
13491,C.J.,Wilson,75,323,03-30-1987,Belhaven,NC
13769,Sam,Shields,71,178,12-08-1987,Sarasota,FL
14053,Randall,Cobb,70,192,08-22-1990,Alcoa,TN
14255,DuJuan,Harris,67,206,09-03-1988,Brooksville,FL
15272,Dezman,Moses,74,249,01-04-1989,Willingboro,NJ
15409,Don,Barclay,76,305,04-18-1989,Newport News,VA
1966,Donald,Driver,72,194,02-02-1975,Houston,TX
2055,Jeff,Saturday,74,295,06-08-1975,Tucker,GA
9475,Ryan,Grant,73,222,12-09-1982,Nyack,NY
9530,John,Kuhn,72,250,09-09-1982,York,PA
10342,Jarrett,Bush,72,200,05-21-1984,Vacaville,CA
10636,Mason,Crosby,73,212,09-03-1984,Georgetown,TX
11229,Brett,Goode,73,255,11-02-1984,Canadian,TX
11270,Jordy,Nelson,75,217,05-31-1985,Manhattan,KS
11401,Erik,Walden,74,250,08-21-1985,Dublin,GA
12475,Graham,Harrell,74,215,05-22-1985,Brownwood,TX
12789,Rob,Francois,74,255,05-14-1985,Houston,TX
12998,Tim,Masthay,73,200,03-16-1987,Pittsburgh,PA
13102,Tom,Crabtree,76,245,11-04-1985,Columbus,OH
13214,James,Starks,74,218,02-25-1986,Niagara Falls,NY
13291,Mike,Neal,75,262,06-26-1987,Gary,IN
13779,Frank,Zombo,75,254,03-05-1987,Sterling Heights,MI
14055,Alex,Green,72,220,06-23-1988,Portland,OR
14157,Davon,House,72,195,07-10-1989,Van Nuys,CA
14158,D.J.,Williams,74,245,09-10-1988,Fort Worth,TX
14213,Ryan,Taylor,75,254,11-16-1987,Winston-Salem,NC
14288,Jordan,Miller,73,316,02-01-1988,,
14500,Jeremy,Ross,72,215,03-16-1988,San Diego,CA
14530,M.D.,Jennings,72,187,07-25-1988,Grenada,MS
14597,Jamari,Lattimore,74,237,10-06-1988,Miami,FL
14966,Casey,Hayward,71,192,09-09-1989,Perry,GA
14967,Jerel,Worthy,74,300,04-28-1990,Dayton,OH
14994,Mike,Daniels,72,310,05-05-1989,Blackwood,NJ
15036,Jerron,McMillian,71,203,04-02-1989,Newark,NJ
15110,Terrell,Manning,74,237,04-16-1990,Laurinburg,NC
15358,Jarrett,Boykin,74,215,11-04-1989,Chattanooga,TN
15718,Greg,Van Roten,75,305,02-26-1990,Rockville Centre,NY
1775,Antoine,Winfield,69,180,06-24-1977,Akron,OH
4467,Kevin,Williams,77,311,08-16-1980,Arkadelphia,AR
5554,Michael,Jenkins,76,214,06-18-1982,Tampa,FL
5651,Jared,Allen,78,255,04-03-1982,Dallas,TX
9603,Chad,Greenway,75,237,01-12-1983,Mount Vernon,SD
9785,Charlie,Johnson,76,305,05-02-1984,Durant,OK
10452,Adrian,Peterson,73,217,03-21-1985,Palestine,TX
10546,Brian,Robison,75,259,04-27-1983,Houston,TX
11280,Jerome,Simpson,74,190,02-04-1986,Reidsville,NC
11369,Jerome,Felton,72,248,07-03-1986,Germany,
11386,Letroy,Guion,76,322,06-21-1987,Starke,FL
11421,John,Sullivan,76,312,08-08-1985,Mount Kisco,NY
11636,Erin,Henderson,75,244,07-01-1986,Aberdeen,MD
12615,Phil,Loadholt,80,343,01-21-1986,Fountain,CO
12721,Jamarca,Sanford,70,200,08-27-1985,Batesville,MS
13268,Chris,Cook,74,212,02-15-1987,Lynchburg,VA
13484,Joe,Webb,76,231,11-14-1986,Birmingham,AL
13591,A.J.,Jefferson,73,190,04-04-1988,Bakersfield,CA
14054,Kyle,Rudolph,78,258,11-09-1989,Cincinnati,OH
14208,Brandon,Fusco,76,306,07-26-1988,Dayton,OH
14928,Matt,Kalil,79,315,07-06-1989,Corona,CA
14945,Harrison,Smith,74,211,02-02-1989,Knoxville,TN
6044,Cullen,Loeffler,77,247,01-27-1981,Washington,DC
8621,Joe,Berger,77,305,05-25-1982,Fremont,MI
9296,Chris,Kluwe,76,210,12-24-1981,Philadelphia,PA
9798,Fred,Evans,76,305,11-06-1983,Chicago,IL
9819,Devin,Aromashodu,74,201,05-23-1984,Miami,FL
10663,Marvin,Mitchell,75,249,10-21-1984,Norfolk,VA
11272,John,Carlson,77,248,05-12-1984,,
11475,Geoff,Schwartz,78,340,07-11-1986,Los Angeles,CA
12451,Jasper,Brinkley,73,255,07-12-1985,Thomson,GA
12457,Tyrone,McKenzie,74,245,02-11-1985,Riverview,FL
12679,Troy,Kropog,78,295,07-31-1986,Metairie,LA
13211,Toby,Gerhart,72,235,03-28-1987,Norco,CA
13373,Everson,Griffen,75,273,12-22-1987,Avondale,AZ
13812,George,Johnson,76,265,12-11-1987,Glassboro,NJ
13843,Marcus,Sherels,70,175,09-30-1987,Rochester,MN
13939,Andrew,Sendejo,73,225,09-09-1987,Canyon Lake,TX
13966,Christian,Ponder,74,230,02-25-1988,Dallas,TX
14075,D'Aundre,Reed,76,260,01-01-1988,Sacramento,CA
14125,Christian,Ballard,76,283,01-03-1989,Newport News,VA
14132,Brandon,Burton,72,185,07-31-1989,Germany,
14191,Mistral,Raymond,73,202,09-07-1987,Palmetto,FL
14210,Stephen,Burton,73,221,12-11-1989,Lakewood,CA
14360,Matt,Asiata,71,220,07-24-1987,West Valley City,UT
14375,Larry,Dean,72,226,08-07-1988,,
14594,McLeod,Bethel-Thompson,75,236,07-03-1988,,
14918,Jarius,Wright,70,191,11-25-1989,Warren,AR
14948,Josh,Robinson,70,200,01-08-1991,Fort Lauderdale,FL
15003,Rhett,Ellison,77,255,10-03-1988,Foster City,CA
15023,Audie,Cole,77,248,06-01-1989,Ypsilanti,MI
15058,Blair,Walsh,70,187,01-08-1990,Boca Raton,FL
15079,Robert,Blanton,73,200,09-07-1989,Clackamas,OR
964,Ray,Lewis,73,240,05-15-1975,Bartow,FL
1562,Matt,Birk,76,310,07-23-1976,St. Paul,MN
3535,Bryant,McKinnie,80,360,09-23-1979,Woodbury,NJ
3552,Ed,Reed,71,200,09-11-1978,Saint Rose,LA
4254,Ma'ake,Kemoeatu,77,345,01-10-1979,Tonga,
4468,Terrell,Suggs,75,265,10-11-1982,Minneapolis,MN
4512,Anquan,Boldin,73,220,10-03-1980,Pahokee,FL
9598,Haloti,Ngata,76,340,01-21-1984,Inglewood,CA
9640,Bernard,Pollard,73,226,12-23-1984,Fort Wayne,IN
10530,Marshal,Yanda,75,305,09-15-1984,Anamosa,IA
10611,Corey,Graham,72,196,07-25-1985,Buffalo,NY
11252,Joe,Flacco,78,230,01-16-1985,Audubon,NJ
11289,Ray,Rice,68,206,01-22-1987,New Rochelle,NY
11463,Cary,Williams,73,190,12-23-1984,Miami,FL
12621,Michael,Oher,76,315,05-28-1986,Memphis,TN
13103,Dannell,Ellerbe,73,245,11-29-1985,Hamlet,NC
13231,Dennis,Pitta,76,238,06-29-1985,Fresno,CA
13272,Ed,Dickson,76,250,07-25-1987,Inglewood,CA
13394,Arthur,Jones,75,320,06-03-1986,Rochester,NY
14032,Torrey,Smith,72,205,01-26-1989,Richmond,VA
14957,Kelechi,Osemele,77,330,06-24-1989,Houston,TX
14970,Courtney,Upshaw,74,272,12-13-1989,Eufaula,AL
2192,Bobbie,Williams,76,345,09-25-1976,Jefferson,TX
4703,Chris,Johnson,73,200,09-25-1979,Longview,TX
4777,Brendon,Ayanbadejo,73,225,09-06-1976,Chicago,IL
6301,Vonta,Leach,72,260,11-06-1981,Lumberton,NC
8516,Sean,Considine,72,212,12-17-1982,Dixon,IL
8663,Billy,Bajema,76,259,10-31-1982,Oklahoma City,OK
9789,Sam,Koch,73,222,08-13-1982,Seward,NE
10517,Jacoby,Jones,76,215,07-11-1984,New Orleans,LA
10749,James,Ihedigbo,73,214,12-03-1983,Northampton,MA
12437,Paul,Kruger,76,270,02-15-1986,Rexburg,ID
13267,Terrence,Cody,76,345,06-28-1988,Fort Myers,FL
13378,Ramon,Harewood,78,330,02-03-1987,Barbados,
13442,David,Reed,72,190,03-22-1987,New Britain,CT
13848,Morgan,Cox,76,233,04-26-1986,Collierville,TN
13851,Albert,McClellan,74,235,06-04-1986,Lakeland,FL
13963,Jimmy,Smith,74,210,07-26-1988,Colton,CA
13999,Jah,Reid,79,325,07-21-1988,Kissimmee,FL
14113,Chykie,Brown,71,191,12-26-1986,Houston,TX
14163,Tyrod,Taylor,73,217,08-03-1989,Hampton,VA
14190,Tandon,Doss,74,205,09-22-1989,Indianapolis,IN
14202,Pernell,McPhee,75,265,12-17-1988,Pahokee,FL
14212,Anthony,Allen,73,230,08-06-1988,Tampa,FL
14519,Josh,Bynes,73,235,08-24-1989,Lauderdale Lakes,FL
14529,Bryan,Hall,72,280,09-12-1988,Carbondale,IL
14891,Bernard,Pierce,72,222,05-10-1991,Ardmore,PA
14999,Gino,Gradkowski,75,300,11-05-1988,Pittsburgh,PA
15059,DeAngelo,Tyson,74,315,04-12-1989,Savannah,GA
15396,Adrian,Hamilton,75,251,11-29-1987,Dallas,TX
15503,Deonte,Thompson,72,204,02-14-1989,Belle Glade,FL
15623,Omar,Brown,71,195,06-06-1988,Moncks Corner,SC
15683,Justin,Tucker,73,183,11-21-1989,Austin,TX
2578,Reggie,Wayne,72,203,11-17-1978,New Orleans,LA
3539,Dwight,Freeney,73,268,02-19-1980,Hartford,CT
4524,Cory,Redding,76,318,11-15-1980,Houston,TX
4596,Robert,Mathis,74,245,02-26-1981,Atlanta,GA
9625,Winston,Justice,78,317,09-14-1984,Long Beach,CA
9793,Antoine,Bethea,71,201,07-27-1984,Savannah,GA
10504,Samson,Satele,75,300,11-29-1984,Kailua,HI
10595,Antonio,Johnson,75,328,12-08-1984,Leland,MS
11267,Donnie,Avery,71,200,06-12-1984,Houston,TX
11343,Mike,McGlynn,76,325,03-08-1985,Austintown,OH
11533,Jerrell,Freeman,72,235,05-01-1986,Waco,TX
12424,Vontae,Davis,71,207,05-27-1988,Washington,DC
13258,Pat,Angerer,72,236,01-31-1987,Bettendorf,IA
13751,Jeffrey,Linkenbach,78,317,06-09-1987,Sandusky,OH
13797,Cassius,Vaughn,71,195,11-03-1987,Memphis,TN
13970,Anthony,Castonzo,79,307,08-09-1988,Des Plaines,IL
14185,Lawrence,Guy Sr.,76,315,03-17-1990,Las Vegas,NV
14415,Joe,Young,72,204,06-02-1988,Durham,NC
14874,Andrew,Luck,76,240,09-12-1989,Washington,DC
14898,Vick,Ballard,71,217,07-16-1990,Pascagoula,MS
14900,Coby,Fleener,78,251,09-20-1988,Lemont,IL
14901,Dwayne,Allen,76,260,02-24-1990,Fayetteville,NC
1097,Adam,Vinatieri,72,212,12-28-1972,Yankton,SD
5644,Mewelde,Moore,71,209,07-24-1982,Hammond,LA
10487,Drew,Stanton,75,226,05-07-1984,Farmington Hills,MI
11320,Tom,Zbikowski,71,200,05-22-1985,Park Ridge,IL
11377,Tony,Hills,77,304,11-04-1984,Dallas,TX
11842,Joe,Reitz,79,325,08-24-1985,Indianapolis,IN
12423,Darius,Butler,70,192,03-18-1986,Fort Lauderdale,FL
12653,Moise,Fokou,73,243,08-28-1985,Rockville,MD
12689,Pat,McAfee,73,233,05-02-1987,Pittsburgh,PA
12712,Seth,Olsen,77,305,12-17-1985,Willmar,MN
12726,A.Q.,Shipley,73,307,05-22-1986,Coraopolis,PA
13025,Jamaal,Westerman,74,257,02-21-1985,Brooklyn,NY
13186,Matt,Overton,73,254,07-06-1985,San Leandro,CA
13245,Jerry,Hughes,74,254,08-31-1988,Sugar Land,TX
13342,Kavell,Conner,72,245,02-23-1987,Richmond,VA
13366,Clifton,Geathers,80,325,12-11-1987,Georgetown,SC
13370,Josh,Gordy,71,196,02-09-1987,Warthen,GA
13398,Deji,Karim,68,209,11-11-1986,Oklahoma City,OK
13411,Ricardo,Mathews,75,300,07-30-1987,Jacksonville,FL
13541,Sergio,Brown,74,207,05-22-1988,Oak Park,IL
13836,Kellen,Heard,78,339,10-17-1985,Galveston,TX
13888,Martin,Tevaseu,74,325,10-07-1987,Boonville,CA
13922,Teddy,Williams,75,210,07-03-1988,Tyler,TX
14077,Delone,Carter,69,232,06-22-1987,Akron,OH
14257,Mario,Harvey,72,264,08-10-1987,Forsyth,GA
14306,Weslye,Saunders,77,261,01-16-1989,Gary,IN
14924,T.Y.,Hilton,69,183,11-14-1989,Miami,FL
15033,LaVon,Brazill,71,194,03-15-1989,Lake Worth,FL
15189,Nathan,Palmer,71,198,04-14-1989,Elkhart,IN
15229,Delano,Howell,71,196,11-17-1989,Los Angeles,CA
15284,Bradley,Sowell,78,277,06-06-1989,Hernando,MS
1680,London,Fletcher,70,242,05-19-1975,Cleveland,OH
5533,DeAngelo,Hall,70,200,11-19-1983,Chesapeake,VA
5581,Madieu,Williams,73,209,10-18-1981,Sierra Leone,
9642,Chris,Chester,75,303,01-12-1983,Tustin,CA
9710,Barry,Cofield,76,303,03-19-1984,Cleveland,OH
9759,Reed,Doughty,73,206,11-04-1982,Greeley,CO
9820,Will,Montgomery,75,304,02-13-1983,Brunswick,ME
10361,Stephen,Bowen,77,300,03-28-1984,Holly Ridge,NC
10499,Josh,Wilson,69,187,03-11-1985,Houston,TX
11342,Kory,Lichtensteiger,74,295,03-22-1985,Van Wert,OH
11408,Josh,Morgan,72,219,06-20-1985,Washington,DC
11439,Pierre,Garcon,72,211,08-08-1986,West Palm Beach,FL
11476,Rob,Jackson,76,259,11-03-1985,New Haven,CT
11572,Tyler,Polumbus,80,308,04-10-1985,Denver,CO
13097,Darrel,Young,71,251,04-08-1987,Amityville,NY
13241,Trent,Williams,77,320,07-19-1988,Longview,TX
13443,Perry,Riley Jr.,72,240,05-03-1988,Atlanta,GA
13726,Logan,Paulsen,77,268,02-26-1987,Northridge,CA
13973,Ryan,Kerrigan,76,267,08-16-1988,Muncie,IN
14019,Jarvis,Jenkins,76,300,04-24-1988,Clemson,SC
14875,Robert,Griffin III,74,213,02-12-1990,Copperas Cove,TX
15009,Alfred,Morris,70,222,12-12-1988,Pensacola,FL
2564,Santana,Moss,70,193,06-01-1979,Miami,FL
4480,Rex,Grossman,73,225,08-23-1980,Bloomington,IN
4780,Brandon,Banks,67,155,12-21-1987,Garner,NC
5606,Chris,Cooley,75,243,07-11-1982,Powell,WY
9424,Lorenzo,Alexander,73,245,05-31-1983,Oakland,CA
9634,Cedric,Griffin,72,195,11-11-1982,Natchez,MS
9782,Kedric,Golston,76,330,05-30-1983,Tyrone,GA
10441,Sav,Rocca,77,263,11-20-1973,Australia,
10794,Chris,Wilson,76,243,07-10-1982,Flint,MI
11360,Bryan,Kehl,74,243,06-16-1984,Salt Lake City,UT
12760,Chris,Baker,74,320,10-08-1987,Windsor,CT
12904,Nick,Sundberg,73,254,07-29-1987,Phoenix,AZ
13227,Dezmon,Briscoe,74,210,08-31-1989,Dallas,TX
13290,Jerome,Murphy,72,200,01-13-1987,Elizabeth,NJ
13427,Roddrick,Muckelroy,74,250,10-27-1986,Longview,TX
13439,Jordan,Pugh,71,210,01-29-1988,Cincinnati,OH
13495,Doug,Worthington,77,318,08-10-1987,Buffalo,NY
13727,Keiland,Williams,71,230,08-14-1986,Lafayette,LA
14021,Leonard,Hankerson,74,211,01-30-1989,Fort Lauderdale,FL
14078,Maurice,Hurt,75,329,11-08-1987,Milledgeville,GA
14105,Evan,Royster,72,207,11-26-1987,Fairfax,VA
14156,Niles,Paul,73,242,08-09-1989,Omaha,NE
14164,Aldrick,Robinson,70,185,09-24-1988,Dallas,TX
14200,DeJon,Gomes,72,201,11-17-1989,Hayward,CA
14616,Vic,So'oto,75,263,08-19-1987,Oceanside,CA
14816,Kai,Forbath,71,197,09-02-1987,Pacific Palisades,CA
14880,Kirk,Cousins,75,205,08-19-1988,Holland,MI
14961,Josh,LeRibeus,74,310,07-02-1989,Houston,TX
14995,Adam,Gettis,75,315,12-09-1988,Calumet Park,IL
15082,Tom,Compton,77,315,05-10-1989,Rosemount,MN
15129,Richard,Crawford,71,192,08-01-1990,Mission Viejo,CA
4864,Chris,Clemons,75,255,10-30-1981,Griffin,GA
8512,Leroy,Hill,73,238,09-14-1982,Haddock,GA
9250,Brandon,Browner,76,221,08-02-1984,Sylmar,CA
9655,Paul,McQuistan,78,315,04-30-1983,,
9686,Michael,Robinson,73,240,02-06-1983,Richmond,VA
10456,Marshawn,Lynch,71,215,04-22-1986,Oakland,CA
10477,Alan,Branch,78,350,12-29-1984,Albuquerque,NM
10482,Zach,Miller,77,255,12-11-1985,Tempe,AZ
10529,Brandon,Mebane,73,311,01-15-1985,LOS ANGELES,CA
11358,Red,Bryant,76,323,04-18-1984,,
11384,Breno,Giacomini,79,320,09-27-1985,Cambridge,MA
12624,Max,Unger,77,305,04-14-1986,Kailua Kona,HI
13242,Russell,Okung,77,310,10-07-1988,Fort Bend,TX
13251,Earl,Thomas III,70,220,05-07-1989,Orange,TX
13336,Kam,Chancellor,75,225,04-03-1988,Norfolk,VA
13414,Anthony,McCoy,77,259,12-28-1987,Fresno,CA
14086,Richard,Sherman,75,195,03-30-1988,Compton,CA
14140,K.J.,Wright,76,246,07-23-1989,Olive Branch,MS
14221,Doug,Baldwin,70,192,09-21-1988,Gulf Breeze,FL
14881,Russell,Wilson,71,215,11-29-1988,Richmond,VA
14979,Bobby,Wagner,72,242,06-27-1990,Ontario,CA
15025,J.R.,Sweezy,77,310,04-08-1989,Mooresville,NC
4469,Marcus,Trufant,71,197,12-25-1980,Tacoma,WA
8577,Frank,Omiyale,76,315,11-23-1982,Nashville,TN
9359,Heath,Farwell,72,235,12-31-1981,Corona,CA
9703,Leon,Washington,68,192,08-29-1982,Jacksonville,FL
10238,Jon,Ryan,72,217,11-26-1981,Regina,SK
10488,Sidney,Rice,76,202,09-01-1986,Gaffney,SC
11443,Matt,Flynn,74,225,06-20-1985,Tyler,TX
11923,Stephen,Hauschka,76,210,06-29-1985,Needham,MA
12557,Deon,Butler,70,182,01-04-1986,Fairfax,VA
12692,Clinton,McDonald,74,297,01-06-1987,Jacksonville,AR
13217,Golden,Tate,71,191,08-02-1988,Hendersonville,TN
13509,Lemuel,Jeanpierre,75,301,05-19-1987,Marrero,LA
13573,Clint,Gresham,75,240,08-24-1986,Corpus Christi,TX
13697,Chris,Maragos,70,200,01-06-1987,Racine,WI
14008,John,Moffitt,76,319,10-28-1986,Guilford,CT
14070,Mike,Person,76,305,06-17-1988,Glendive,MT
14103,Allen,Bradford,71,235,08-31-1988,,
14133,Byron,Maxwell,73,207,02-23-1988,North Charleston,SC
14214,Malcolm,Smith,72,225,07-05-1989,Northridge,CA
14274,Jeron,Johnson,70,212,06-12-1988,Compton,CA
14292,Mike,Morgan,75,235,01-16-1988,Dallas,TX
14894,Robert,Turbin,70,225,12-02-1989,Oakland,CA
14946,Bruce,Irvin,75,258,11-01-1987,Atlanta,GA
15005,Jaye,Howard,75,314,12-20-1988,Zachary,LA
15073,Winston,Guy,73,220,04-23-1990,Lexington,KY
15087,Jeremy,Lane,72,190,07-14-1990,Tyler,TX
15120,Greg,Scruggs,75,277,08-17-1990,Cincinnati,OH
15419,DeShawn,Shead,74,216,06-28-1989,Palmdale,CA
15428,Jermaine,Kearse,73,209,02-06-1990,Lakewood,WA
15498,Rishaw,Johnson,75,313,02-23-1989,Hammond,LA
15515,Sean,McGrath,77,255,12-03-1987,Chicago,IL
1428,Peyton,Manning,77,230,03-24-1976,New Orleans,LA
1448,Keith,Brooking,74,240,10-30-1975,Senoia,GA
1758,Champ,Bailey,72,192,06-22-1978,Folkston,GA
1858,Brandon,Stokley,72,194,06-23-1976,Blacksburg,VA
3667,Justin,Bannan,75,312,04-18-1979,Sacramento,CA
4622,Dan,Koppen,74,300,09-12-1979,Dubuque,IA
5893,Mike,Adams,71,205,03-24-1981,Paterson,NJ
8612,Joel,Dreessen,76,245,07-26-1982,Ida Grove,IA
8630,Kevin,Vickerson,77,328,01-08-1983,Detroit,MI
9712,Elvis,Dumervil,71,250,01-19-1984,Miami,FL
